,HITId,WorkerId,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,image_url_x,labeled_image_fnames
674,3B9XR6P1WE8NPJ702ZDVSVJIEU2JB8,AD1ILDUXZHASF,"[{""height"":83,""label"":""Shoe"",""left"":104,""top"":65,""width"":38},{""height"":92,""label"":""Shoe"",""left"":170,""top"":14,""width"":40}]",168,299,https://storage.googleapis.com/shoes_to_label/shoe5.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=O1CxmSL57s5DfHhg64HRnzPLPXzOAPXaPo%2BdPJSPuWdEScw9wNvjCi4OeBXKSkTJZjosM9LFCgSdos%2F4K86Ai%2BjfsjYdiVoflthazarnIOtDSEHkURO%2B9rAQ1WR0n83lyqAexW7B9IPS2R8cxB8KaOSMSvALLb7sCmTRdDUTXgAr073pMPK8ZGGFU0pIUQRMuHT22C1NTixojpuCthpaS%2FtCZobYN6KNhIw9x4dcF%2BH%2FO15dSqWXE6bX2vAU8eGSWu3uCaGOupvZ65ui3MOBN5drGJrCLqYDSoR06yDzfGcAJrC2fKXPnaHaAOJRPZ%2B74%2B2v%2BsZD8WtpW5iIg8sMww%3D%3D,shoe_bb_674.png
675,34KYK9TV2RLGOMQQPTM9KWA5ADFBSG,A1Q7KDP8IYSSUT,"[{""height"":58,""label"":""Shoe"",""left"":9,""top"":87,""width"":95},{""height"":43,""label"":""Shoe"",""left"":180,""top"":100,""width"":84}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe703.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=mQA7sv%2FHKIeshshrg0FirjbVvfqjZTgoh4KToBRswY8cAVeVkWJT%2FpIcpdVNoQwBO4mdUYs8UqyKa9SsV9RlzfiKj%2FIQsuwzHNT4%2BpPBMCLC%2F5BsKKJUzs9poQip36ltf4FFEQZkvfRbv5GNoqvoYELttWK3BaLRelLvfoWgGaU%2FsYkIwAO8QzyM7fRJmPZ87QeyxN7NQcYFOd91%2FLoyu7xrnNJe8F%2BEbZ3q9cICID%2BWJbpFLc9NsdCprp67BdDdZEduS9mIPNcAHDf80v%2FKkY0ffTzsyB%2BPpYc44XdIqx2IRUK652T8p6r%2FVPmN01pvmmThTgqj82f%2FGWm0GBxlYA%3D%3D,shoe_bb_675.png
676,3TTPFEFXCTXLS1VFI8T252HBN1N6H5,A3343ON7H5UO3L,"[{""height"":646,""label"":""Shoe"",""left"":221,""top"":36,""width"":640}]",682,1024,https://storage.googleapis.com/shoes_to_label/shoe11.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=fvOCLV5WcfxrQ3N7netB5rPy6w2fiMzDoeXIOIQlcE1VUeBC%2FglSYYfLpOr1sbaMWtMKtbKy%2BrKaOypaPKjha8Ris7S0VHm8QF5otaOuU4zi052IyOsuhW8x7pLlAosYyvAKO6PdJ0vQwOXnbpXDWSrIFMp1lRk0tTUU5v4eh5%2FJ53DowLf1Gg%2ByQsOtiVhygMcbkSqbgpYvY8RdSc6mD5nGaMoqNts0X8x96evlun%2FuN6FWtl%2Bvz%2BcEK3nyRR0FutB1HnQL5LRduegUe22EuQZQvvo2804UG9Kb%2Fbuo5NCO%2F9UCB%2FLYFlrjGOT0yNOtUrRzRRcxmPoe2vjWUDE8qQ%3D%3D,shoe_bb_676.png
677,3L4YG5VW9N531U5S6ZIQKNC5CVHDDV,AME98XVLFFLCH,"[{""height"":107,""label"":""Shoe"",""left"":25,""top"":37,""width"":134},{""height"":98,""label"":""Shoe"",""left"":112,""top"":41,""width"":136}]",166,304,https://storage.googleapis.com/shoes_to_label/shoe1287.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=SWYQ5rqJsG3%2BFr5BHPRL1P3IqN9qIdiIyUWz0SGSK2kUoxGh%2F9Zp1bTiXAH5j4o6n55Sl1H%2FFxfMSScoKT%2BTjIGo7xUQ3c%2BtnAKnzEiwrdL9bOuYu%2FFpziH5fUf5UpGst3%2FLqs%2FU0xMZLfW6lJQxfJTC%2BtC8MG4C3op4ijwv44Qr0IJdgkA6kEbY4hAlB9jIdUu6%2FdCN%2F0SI%2BjAC1%2B1x7rov6dajZ%2BAIb%2BS9zmYxLvzhcBr4b9wHzRe6SY9GP6v9M4%2BEQZyhN28J8deWOlGmOzf6MVHeOqKSlzVrAVO7jHGY0BBsi2ps5LGRlh9j4e7i%2B4yG9dB6P3BfAZJBcquYzA%3D%3D,shoe_bb_677.png
678,3GMLHYZ0LEASG7B5OQVT78QUGJIUYU,A7UNIWDAQROJG,"[{""height"":93,""label"":""Shoe"",""left"":133,""top"":37,""width"":134},{""height"":136,""label"":""Shoe"",""left"":45,""top"":37,""width"":187}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1455.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=qlpmQvx3a0wdISDsHmuwi%2BxSpmwkKGgRmqzK0s9ywCWgTp6Xnbteocst8i4N5klrbZUNd194qPh3vYTGa4OZL1lWhnfFWFaJyZO9QygTnuJQAGVRBrKoLqcrzsNVHfpyTSsVjBJ%2BBBXoAJcxsOStl0ZVReHajtwpLXqhHenzOFSqmZPBhHTAyXKJFjS52AMfNA9i%2FVisT25%2FjljBAd%2FBX0nR2wOjpG8b0autt%2BGlUGaww6xvqyD7p8P6Y2cP0Bquomk1RPc0%2B8DviFE2fpMW7eSdGJXfLqZ93m3xFk4a3TwFS9Zh4Zg7XYD7aE%2Fe8RJ2i5kV7O8hpagroo0tQxrq6g%3D%3D,shoe_bb_678.png
679,3FW4EL5A3L1TVA9WCLESSLUXID3222,AOSFK4SX61DUA,"[{""height"":136,""label"":""Shoe"",""left"":313,""top"":244,""width"":221},{""height"":128,""label"":""Shoe"",""left"":157,""top"":224,""width"":192}]",401,560,https://storage.googleapis.com/shoes_to_label/shoe50.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=PUCFN1iOK5rz3M5hsOIuxlY55CXFqI%2F2buXfymAcKWrAxFdVEz7ihdxHc%2BWyaBHcCJPPpsUrV4EICYfDv3HQbTxAQH5CzlT%2FIznRtVLKlg5Ecp9GXdwCuN9p1VPdHrT9tNbT9q4X8b0ItDVuF4Cf76QiZGgLUgi6We%2BKc65oAjMP4yS65jauk32FUcDp9RSRBvzk1bcBVo0B4C%2FkXl7QZbRTPh4ClwRVFLac%2BvfKAic3jmlD692Grh02FUvmVqAPKgJGrfJpZ2FbEDflYmp2c3YXQcjeOJnlSUvRdG18sRZNTYMgGvIkFJfeZAHZ%2BCWSxsOcVRqcVIDgI8d9Ha134w%3D%3D,shoe_bb_679.png
680,3WJGKMRWVIMTW2ZE63NF0HUNRV5DCV,AQCLZQH954EAF,"[{""height"":76,""label"":""Shoe"",""left"":30,""top"":68,""width"":132}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe31.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=AYr8xCvF%2BpDFM7b16VSzJv0BRgU9SDqGPeLNYQJvSRQ7dBon019kVvJLbGflHFKt3dbGB4ERrUmIDyRlC3Xm2mLTwJbp4CKX0eCquBeDhV3J25QDkPWgTDdI%2B%2FLcrabXBX7pU3hTVKSUXWwvI1idIBf8kI2JOYbgYsm2QkF7jxnPwAuFg7jf%2BGSK4Q2W9asS43eUYYvLN3%2BWd3usuhmUr3lqT8TvMhMBW5b%2FsRPh8b%2FA%2F3SgsTvve6Dkrh9%2Fndyg2spXBaynEomL2HLVlLfo5%2FSsh32gax1CiHAXccJIdIVi40v99CgtFm9SKPxUGW8TwyWjmXF8pQTEQYaVvwIoqw%3D%3D,shoe_bb_680.png
681,3NBFJK3IOHVXHB68YYXE12R1T14GO5,A1TVJ4HKOOIL6L,"[{""height"":64,""label"":""Shoe"",""left"":127,""top"":34,""width"":122},{""height"":104,""label"":""Shoe"",""left"":62,""top"":44,""width"":131}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe704.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=pH5V0uggxAX0GgkxmBWSJD%2BSfZ%2B5IoT3P0GjR8dxYF1nXcgNI6LiglO0KEuVhTGmXxBQ9kcnH2QM9t4B%2Bg2fO%2Fn5qBvOs1bpIeIj7n8GtrS0nQaAx9PST6iKFwDD11lgE6dVASklQgc9yGIEV1jpmLLV4%2Bzq9ja90gQA%2FXknGkp65MBe3et8clqL%2FPKSax8pswRZSfM6A%2B6Y%2BOwB3i3ZVtCa5SpxcnU7ydCxHx%2Fz3cOYNhb0x0rLiU4iFgEgJ9M4nNc0Sjqnhq69633vYjz0qcm%2Bk03c1975heYLE7V%2BppPq9pdpnOrfSE5zmH7DBZx6O3ylviqQAIRmVgkGq0wjYw%3D%3D,shoe_bb_681.png
682,3B6F54KMR2PFBO8YNWTKEKXWO1O1SN,A2EARNRMFJOSIY,"[{""height"":95,""label"":""Shoe"",""left"":24,""top"":212,""width"":49},{""height"":99,""label"":""Shoe"",""left"":86,""top"":208,""width"":47}]",320,158,https://storage.googleapis.com/shoes_to_label/shoe110.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=ZNxS2vKB2CuqCDP59yGc2G%2B2Vipev9EKh6Kg5hMER0h8512%2BDaxRH%2Bj%2BWqSHVTumWYBvn1V2634TeFWZjcd7aZETXK6p0hR05HPwyxQwID2KyFKpSye8djqsexR6fcUxaYU%2FJXsJdyN9KH%2B6W5EkFHhliWmloSxYRkayVKQTo11HA8zc3bo8MjvgpHGaeqF%2F4evhnNKmjZN2WV9rcQgtZqzkGj6siCMyYHbnKlZaSRnhl7m4XivBG%2BHpqVSSGGhOhMf9EbC7XUCJkOVbqUgnCEwGzssq2b9bQe3M0UTNo%2BosGG%2BZgkwap0ZmWB7RQOOTDzmE8MuQWTa9fxCduwmA8A%3D%3D,shoe_bb_682.png
683,3VZYA8PITOBEYXP5FHCC744U5PB05I,A18UH8VWGMHB81,"[{""height"":115,""label"":""Shoe"",""left"":39,""top"":31,""width"":133},{""height"":111,""label"":""Shoe"",""left"":126,""top"":29,""width"":135}]",174,290,https://storage.googleapis.com/shoes_to_label/shoe1456.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=sfbQXdqwZFlqyOOFO5TBFfcxvb2yWVFWI2xkQY3kj56WFloDHKWsVP3%2BUtGe4S6nvGrDIvttFP9EyPWuLT3As1HBieQ1jjO%2FO0vmDkwEFtw1Ym7jcG4duQ9G%2FVXRX5cebGXsZT%2FpGRLL9q6dFbaVlmzfCj%2BaMOOWGDoYGuioDCDg5nxoupIGrDcUAN7%2Fkajyg%2Bz4jURj5fF%2BsHIP0BaT91lqVk7YvQs0yjuP%2BjTEwnOz%2B%2BuCZ%2FZ9AI4OTOWwq2KZeSmMjyZcz3NERwAashA4T8Ib2xPQjvfIB9PhGzK8Kvq2dGGsX2vv09dWaw79daNkt8PyDmSiezmUlNtJGFFWZg%3D%3D,shoe_bb_683.png
684,32FESTC2NH3FD4A0SYD4AHYBDV0UCM,A1FI4XZJQXOGPF,"[{""height"":417,""label"":""Shoe"",""left"":95,""top"":191,""width"":419},{""height"":338,""label"":""Shoe"",""left"":426,""top"":283,""width"":417}]",750,1000,https://storage.googleapis.com/shoes_to_label/shoe1288.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Otw0KCWtfA9K7Egf4r9XjXL7%2Bip9vS5tXdI1g8gKV%2B4qbD1YKihvzmW8yBof1XE6ss9JgmXITV4S%2FP5Aaveao%2Fnr0r2VBlq1rVgE8sxWKCsv9RwMBSN5qYzJWuUeYuvK6oWiGP0ex%2FTJCj9P6%2B4gnYoy%2BKHuF3veRmCKWHH%2FHrp0k3ol3dKV0cslJrZV2mKb%2Fhd5p9RXHpK9TSoj%2BeE7OEsHu3pS5x5TMXm%2FhJNFF4cKN13cqvcI60JrW4Q1wwEmjSSkybEljm6W7FqSUxLjV%2BmMODk2N60tN2frFp97D1DfyVBklmvAQAjCpXT4GdIvqOyc%2BjMLBe96h3DtV9RMZQ%3D%3D,shoe_bb_684.png
685,3R868ACW4SP9GFKF078VH0Y5D57GZ7,A18UH8VWGMHB81,"[{""height"":99,""label"":""Shoe"",""left"":266,""top"":305,""width"":76},{""height"":103,""label"":""Shoe"",""left"":486,""top"":356,""width"":81}]",484,728,https://storage.googleapis.com/shoes_to_label/shoe500.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=JDd7jQ2jGRiuGmxL%2F%2F208QlU9kux%2FSN1ZU%2FuxGrcz%2F8onr8mHNHeDXdR065FAnp95yrJcYdGfBTAeNzfi3FEdXTcJnHEvLJNWzPhwuO3diwFTi3jiuRJLoNGLFtmxlzXSElLpDRUH8UcYFanIFXv7y7EqwwKSHDdenbPBqj0yMu3iKJCVi6vl2krg1rUOUe6LoCzIgLRtEpsfhSAJsKdyfZv5R%2BJwHE7LcOg%2FJ7t7ZtTjscH7VK8o%2B4mITM1Aa48NKSrqFhnbfVJHSpseGFONJ%2BoWu3KrD9ODH2JkkvqGorz9%2Ft0SCxWIZxLIkDBziOePi11Wrx2c6LzTek5lfdDqg%3D%3D,shoe_bb_685.png
686,3AJA9FLWSCBH7PZAPJERZKV3GD5IFD,A3AQEEN6R71434,"[{""height"":149,""label"":""Shoe"",""left"":103,""top"":14,""width"":116},{""height"":56,""label"":""Shoe"",""left"":164,""top"":0,""width"":111}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe310.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=n6bFDn6bs5I7Z17CGWZ9yuGkNtkBJZBPEQn48CGYCmpkuaJVXomkmYFVkPLFG%2BkKU944xh1pMGwUg2XdXkg0lOTSqA34PJZcveABjct4GHgFrlhlXsEfbgY8jma8Qs3OI9nOPtRlspXCvzF3gWXejlYsIlleKvIiNeZE4B7DujuHQmgogLosCPAuU628hC%2BnJPnHZrhsvFQjfL8sB%2BZ8MBEJHTkkaYnzvIdIlSlYheLO%2F27VabRlkiU3FnEAKSGBwJwGvHQggGQIiqpY0dBzAP273MpU0Cne%2FMfzViJRJVj4UZb6BRKEbSKajoFfFtq38HRdX%2FyB7kEkfZofkGSBVw%3D%3D,shoe_bb_686.png
687,3DA79LNS598C0RZSZ0CTCI8FO4G3T6,A2ZUULO2CRMK77,"[{""height"":99,""label"":""Shoe"",""left"":8,""top"":59,""width"":259}]",179,282,https://storage.googleapis.com/shoes_to_label/shoe705.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=B9gUNGG0vFYGyp6rasVGhqYzDNzBcCrH2JdoOJQz32agoi%2BIaOnup3MH72F3nGf5TAsV6ppEnSot9B3TniI%2BTTRWC9PhGcZBDyswYcXbozO%2FXSJdxRMzuRmbmdNrIt5l6QpHg46B9%2B5vwimm%2FoncFrFtMqNM5q0s6Z%2FH8H4SWVftq3LJg5UEUt23lgrC8HTazLiUDClgQCVhQFoV4Cg%2BN4O2G%2FTmJl5YYoEHnCi1%2BZWloDHwa3ARnY8MqvFRlvtRBrsuWRSOdKtVsZcuNrzmPhpqsO1hYPp1gJa0js3kYU8uUeLlF%2BKqg0a8KmFpAZrHYP1h1%2Bu%2F1bnxJg8a0jHtew%3D%3D,shoe_bb_687.png
688,3B9J25CZ25QZYRIW3TI4VGGNSYFSC4,A1PIWVNLBFYV4X,"[{""height"":442,""label"":""Shoe"",""left"":536,""top"":244,""width"":288},{""height"":432,""label"":""Shoe"",""left"":909,""top"":212,""width"":319}]",955,1300,https://storage.googleapis.com/shoes_to_label/shoe1457.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=YCarw5KspMFSGunv9rPoSdqS2L8Gt74JpYJi%2FXNaJe461l6yqHRHb05SRzDYhrNoCluleXfX3Uv1jZ6WsqsCssA%2F06iHtSrCq6x7%2B09D3A60dV0%2BWEmRipXuz%2BzSgVbCqbPHPtWkVZjzSJPdP104nDuFGR%2B%2Fvk9v2%2FVLZSjT8Z1aQHoB%2FpRSWtHXebBWSo7Lz%2F628sF7FSkkzpHUtoHiSMqeJAgNcXqbnKKOtoGZiEeM5pl75ZoDzQpB880xCNTJldiJquLOAqkG5X%2BJXlhzDATVpYJumvvjVSkd3Jq89otw2WFVssTuAnL4bj0ADD0n23lEICQN7rJrPZxSWNj15w%3D%3D,shoe_bb_688.png
689,371QPA24C21GQOLDCWYAOPTIQK21TC,A24H9XZ7OE8WMW,"[{""height"":40,""label"":""Shoe"",""left"":57,""top"":135,""width"":73},{""height"":38,""label"":""Shoe"",""left"":174,""top"":94,""width"":67}]",189,267,https://storage.googleapis.com/shoes_to_label/shoe1100.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=ABwVovcvmQ%2BIlK0r6x4Z6Rw0hNyNUflnmzbdOt%2BdWaBk0Sdk6J0bspdJK6OXcQ7qrm9RqVc6z%2FJLeYbf2mbK5sSURccLzT3Lb9qB0WwpbIrcA9zRLS5WFMkwJYr0D71%2FJ9zC6ifinFC95AaMUa2Cmdbh2c7%2Bsoivu2Wuopc6zFj%2F%2Bv%2F16B8VHUVhWvgTeExXCe5ktml7Y2XJQdWE%2Fy3ciBkbPOrblzOPVoJnKorje0Lnnklb9YrdI6tH6nQ1oREwRjTu%2FkfZHgpoi%2FAv6X7gZL4RIal4Hke3y1GQD3XxxYrsuLzyUt2QYHm670W%2BtqvJggCmQ3VsFI8krH5LyE14Uw%3D%3D,shoe_bb_689.png
690,3ODOP6T3ASX3YOOJGZXGL0RV2RZ420,A1MYCZT6OX9G20,"[{""height"":47,""label"":""Shoe"",""left"":77,""top"":147,""width"":41},{""height"":39,""label"":""Shoe"",""left"":146,""top"":155,""width"":37}]",194,259,https://storage.googleapis.com/shoes_to_label/shoe501.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=CqxhbIkk5QgRiDEUmExOAlrXcjhVAFZkuO%2F02lmHVLVBT1onoGPjwv8x0Hhp0AKQTyltCpoJ%2FWBgz8WBIn8tPpIx2PTk92wrnRdviPddTrjOHOw7iw0vttL8SeDRn%2BdHPTaJb2mfsqKpNpps7x3M7v%2B9X6jlDH0pRJiU2BntdWbq54P81RFJfWQv5YbzMIgMs2NhJybZzxtYhyOVSLhgChJQJDHCthO1i%2FUnoF%2F%2FGmfGg%2F%2FfMks8pzYjsEwXSOhMtAiumGWzXSfnkS12C%2Bnktbn1Z97x1Nm3kgRJoESIgx8QaUSLE2kmyA7HJ7Yo0OwGkdx4tGFfWUBVPgu07DHDmQ%3D%3D,shoe_bb_690.png
691,3IKDQS3DQEDA4DF0YHOQREA0J0DIC2,A1KFLCWGG1RE43,"[{""height"":54,""label"":""Shoe"",""left"":34,""top"":65,""width"":61},{""height"":41,""label"":""Shoe"",""left"":77,""top"":62,""width"":40},{""height"":64,""label"":""Shoe"",""left"":146,""top"":91,""width"":73}]",177,284,https://storage.googleapis.com/shoes_to_label/shoe1289.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=itUiYeGEWjkN7nA8%2B28DNA4JndnQyQYx8WxaVFIfXHzr4epS3AbZyi4TJ64DXtFR5NcSYf%2BHe2x%2BkUK95eDKaZMbRuB7TNHFQPqNK9Ii%2FXL2BCICw7CXbvru8zdhfJHbcU%2F2j6UMrUcY6I06WgsTdDIxLV47u8wFNh9eQMl7ny49qDEuyojhOl%2FI8ScxCkkynKMlieCn6sxGV%2F1u5iiE%2FmbQUXFSYcjWQKNZfNd2jf2hK91qmmSIMtgSb2hw5ACZ8Yaq5tZiE7GykBjaAO3K5JEFn5hclefb3wTK7jAIgE0cvSCT1kNeC7rQCYIfwK2OrJMc6iHHQFuG2p10Lo9b7g%3D%3D,shoe_bb_691.png
692,30EMX9PEVKWHHPUKV6Z2JZTVX7OKS9,A3CHLHS2G2UDXH,"[{""height"":162,""label"":""Shoe"",""left"":166,""top"":71,""width"":74},{""height"":154,""label"":""Shoe"",""left"":72,""top"":71,""width"":85}]",320,300,https://storage.googleapis.com/shoes_to_label/shoe311.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=EcDNFel%2BGkW1eGl7woMnTuZQlz6CjflouFRiz7OggBF72sxpWKPM0D32I1JZy5xh5PC%2BJPoITiI5UCqEC8B%2FibAEnRyNB1WTVzt0HeGw1JL80No9ZPaY4jbtVHujzF7P5lZ3tUIvrx18IBI9cD2D%2FxsYj4P94GYsJDKjyNHCn0kO3XeZqWRpopD0ZbiFrYGiGH13%2FtSByWFDFuSfA7zyQWspIc9TUihUfawr%2FwqrT6d%2F3kiZUVr5TaBmOK1pY0zSNept3aND3QYAcmiggH9OQhmymFhmqyg8JO3HQhEma6EfsCbNU6QVfMa9fDVppt1fe77r7T6JP2ItxV%2B6qDC1lw%3D%3D,shoe_bb_692.png
693,32CAVSKPCE2VQ102C1OKTLFK9Y91U3,A1ESKJFDQUMBL4,"[{""height"":175,""label"":""Shoe"",""left"":54,""top"":1,""width"":209}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1101.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=RftoOY5RDecpcVImDjJObJPM2d7QsOR2nXM89dXoM4%2BVpJV2HUkyR4UvjJkZL4qrj7XfsKUuFqkZQ4RkjiPRtrJYeS5oSRAY%2FoR%2BvH%2F10NAOZ5jc46BxsiuXPbmjWYSiM8vuKdEnfQA7YB%2BW6mHHnb4yZA%2B6jNv4ZE3p1j23XsvpXY9pUlgBdo8jdRYJFLbeI5VkEMdkFJKjNuGt5Dmq7DdziFEJVHlNKqfiwnZLNu9dwKKZ50MdYx8PK0w6xj2gDi%2FVLZHDQdQy8qCgvOhd6ty2WPNcK34l8wx5PWkqdG%2BUqqViy75gdzbiQlbkdz1E5XCg2%2FyIre3VrGUASRB70Q%3D%3D,shoe_bb_693.png
694,3S1WOPCJFG6LWMJKCQFLT3P3HRFJE8,A1T1FK3P2N408U,"[{""height"":607,""label"":""Shoe"",""left"":52,""top"":76,""width"":905}]",683,1024,https://storage.googleapis.com/shoes_to_label/shoe502.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=pExUAs2eQ1XY7Rs2gG0iRBpzf3tpkVmWAsdxBvCjq5bR9ezN4SzyCVhOjV3hy6d4vuGgebD34ODSPAM%2BvnnbPkLKrAV5PQQlEIZZZMG8L%2Bva2y4I%2FDEA2YslQWriGG63TuZYe0FZtsvQ%2BIYuY8aXCSORGkHAHI4oJjzAiJl7mIrcwRaZX055rqKkEKXcRf9mSi7ZGEoyRrJKEImUdGyO%2BDCowhS88gujWJTEZO5FQ6kFO8ootdl0%2FDDs75bwnZJJjWl97B%2FLuLX8M12xnf3D0OFWSZjhN9ZpI0CScE5iYCgb9tJIbyaW4fGtiWMk2EbWYjIDeUAOoMTWRlj03HcVlQ%3D%3D,shoe_bb_694.png
695,3EN4YVUOUC5U2MA17V5DHSAAXXQXJV,A28QUR0QYD2WI7,"[{""height"":59,""label"":""Shoe"",""left"":101,""top"":59,""width"":41},{""height"":43,""label"":""Shoe"",""left"":75,""top"":107,""width"":37}]",162,311,https://storage.googleapis.com/shoes_to_label/shoe1458.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=G5oz%2FPuCdlsSmGAvPfwyVIcF2hXKDOJIezyra8%2BoiBSEgSUCaqEQWcsQ%2FcYjUXOSZxxn4XrruHHh9FDFI2bs9d56Bmr8a5Dcug4Yzrit2Yj4pOV4C8eJQLbL%2BbpsGaGp6uYt1iqP5mH9n5fRw34ah9lKvUs6IUCBNVC0KSp6uexKcd2KE2m%2Fz%2FDF6cbM%2Bkd2JqQGsFnypCnmBEwufR6jvrg3cMYC24d2IymhnApz1pDcQlnDgt%2BfJbaGOqQ7vOgD%2Bxg1%2BLfAoVfKhU6DyjNibZX4%2BdaZHaPVft%2FK5LPHKPpBS6aj2XaZTk1aAgGKw4Parp%2F01QdZRf70RrNP5KIb6w%3D%3D,shoe_bb_695.png
696,3FSEU3P2NRDR3E72618UU1AD6XZRRL,A1MYCZT6OX9G20,"[{""height"":282,""label"":""Shoe"",""left"":323,""top"":121,""width"":528},{""height"":219,""label"":""Shoe"",""left"":223,""top"":267,""width"":498}]",668,1000,https://storage.googleapis.com/shoes_to_label/shoe312.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=AO8i%2B4KEacw4sDMs7vgrhhTkGYWov%2BYXI5eliHzmBFL7qVtEpqoa6VDsINv1u4xHYQ%2Fq5eayJM17kB9e1pDk%2F5ERC8A7bkiP9ixE1MtF12s%2FryGhwSvMd%2BYWjLc6KsrPSuOTdqGgUnMTX2NGcEXnCkv1I2FFWiL6DafKiTVMwUmc77Ti%2BFXRAJaN87n7CDSveXNtz%2BAraJd4xW8lSLc4TVuw1ZHEBb2ZqfjJdVQ6h4nISNdEyxCfJUeFzySbnnMnw6NG7CoFt7H%2Bqg6d639eG2qR7S%2FP5iZUO%2BmnMQn4ZP7yvcM%2B%2FA9f4Fso0uvvLbx7i825S%2FbaJS6HXl3ffrg6Pg%3D%3D,shoe_bb_696.png
697,3ZVPAMTJWNG0EOYOQQEIVXW64OOGRE,A1JVUD5XUB9H48,"[{""height"":228,""label"":""Shoe"",""left"":246,""top"":477,""width"":743}]",720,1280,https://storage.googleapis.com/shoes_to_label/shoe706.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=VK4%2Bh6fXh4Y3fO7CXM3KQIuhnRPdszblYkLWs9k2TEYappK48x9t0VF8vbSoWHdlxkBZzkAIRQmZROcLmlQdcg6KZvfYV9Ag78sVx6bPBJgqSMwgLM74XjDtsXkfzeBpMmwo9Z9NbhHvhC6CHpYLCf3GvqDOE9rh4TH%2Fo2BVApLUwIIHx3qmq95eh72NBnnxf%2BFZHBUlhzT9K3MuvvQhsLbfRItnxk2EU810k1tLVQ8DGzW%2BYsRiW35TobUZWTopQVPuNL6G1I7SMVzveIsuMAglGMo9a6vgVHbJ27ExvYbmZ2vEQoCZjRmACAx%2F1zitazbh24gS%2FbqarC9xuqSLAw%3D%3D,shoe_bb_697.png
